name,state,party,birthplace,congress,start_date,end_date,born_in_state
David Perdue,Georgia,Republican,Georgia,114,2015-01-03,2017-01-02,TRUE
David Vitter,Louisiana,Republican,Louisiana,114,2015-01-03,2017-01-02,TRUE
David Vitter,Louisiana,Republican,Louisiana,113,2013-01-03,2015-01-02,TRUE
David Vitter,Louisiana,Republican,Louisiana,112,2011-01-03,2013-01-02,TRUE
David Vitter,Louisiana,Republican,Louisiana,111,2009-01-03,2011-01-02,TRUE
David Vitter,Louisiana,Republican,Louisiana,110,2007-01-03,2009-01-02,TRUE
David Vitter,Louisiana,Republican,Louisiana,109,2005-01-03,2007-01-02,TRUE
Dean Heller,Nevada,Republican,California,115,2017-01-03,2019-01-02,FALSE
Dean Heller,Nevada,Republican,California,114,2015-01-03,2017-01-02,FALSE
Dean Heller,Nevada,Republican,California,113,2013-01-03,2015-01-02,FALSE
Deb Fischer,Nebraska,Republican,Nebraska,117,2021-01-03,NA,TRUE
Deb Fischer,Nebraska,Republican,Nebraska,116,2019-01-03,2021-01-02,TRUE
Deb Fischer,Nebraska,Republican,Nebraska,115,2017-01-03,2019-01-02,TRUE
Deb Fischer,Nebraska,Republican,Nebraska,114,2015-01-03,2017-01-02,TRUE
Deb Fischer,Nebraska,Republican,Nebraska,113,2013-01-03,2015-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,117,2021-01-03,NA,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,116,2019-01-03,2021-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,115,2017-01-03,2019-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,114,2015-01-03,2017-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,113,2013-01-03,2015-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,112,2011-01-03,2013-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,111,2009-01-03,2011-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,110,2007-01-03,2009-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,109,2005-01-03,2007-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,108,2003-01-03,2005-01-02,TRUE
Debbie Stabenow,Michigan,Democratic,Michigan,107,2001-01-03,2003-01-02,TRUE
Dennis Chavez,New Mexico,Democratic,New Mexico,87,1961-01-03,1963-01-02,TRUE
Dennis Chavez,New Mexico,Democratic,New Mexico,86,1959-01-03,1961-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,103,1993-01-03,1995-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,102,1991-01-03,1993-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,101,1989-01-03,1991-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,100,1987-01-03,1989-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,99,1985-01-03,1987-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,98,1983-01-03,1985-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,97,1981-01-03,1983-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,96,1979-01-03,1981-01-02,TRUE
Dennis DeConcini,Arizona,Democratic,Arizona,95,1977-01-03,1979-01-02,TRUE
Dewey F. Bartlett,Oklahoma,Republican,Ohio,95,1977-01-03,1979-01-02,FALSE
Dewey F. Bartlett,Oklahoma,Republican,Ohio,94,1975-01-03,1977-01-02,FALSE
Dewey F. Bartlett,Oklahoma,Republican,Ohio,93,1973-01-03,1975-01-02,FALSE
Dianne Feinstein,California,Democratic,California,117,2021-01-03,NA,TRUE
Dianne Feinstein,California,Democratic,California,116,2019-01-03,2021-01-02,TRUE
Dianne Feinstein,California,Democratic,California,115,2017-01-03,2019-01-02,TRUE
Dianne Feinstein,California,Democratic,California,114,2015-01-03,2017-01-02,TRUE
Dianne Feinstein,California,Democratic,California,113,2013-01-03,2015-01-02,TRUE
Dianne Feinstein,California,Democratic,California,112,2011-01-03,2013-01-02,TRUE
Dianne Feinstein,California,Democratic,California,111,2009-01-03,2011-01-02,TRUE
Dianne Feinstein,California,Democratic,California,110,2007-01-03,2009-01-02,TRUE
Dianne Feinstein,California,Democratic,California,109,2005-01-03,2007-01-02,TRUE
Dianne Feinstein,California,Democratic,California,108,2003-01-03,2005-01-02,TRUE
Dianne Feinstein,California,Democratic,California,107,2001-01-03,2003-01-02,TRUE
Dianne Feinstein,California,Democratic,California,106,1999-01-03,2001-01-02,TRUE
Dianne Feinstein,California,Democratic,California,105,1997-01-03,1999-01-02,TRUE
Dianne Feinstein,California,Democratic,California,104,1995-01-03,1997-01-02,TRUE
Dianne Feinstein,California,Democratic,California,103,1993-01-03,1995-01-02,TRUE
Dick Clark,Iowa,Democratic,Iowa,95,1977-01-03,1979-01-02,TRUE
Dick Clark,Iowa,Democratic,Iowa,94,1975-01-03,1977-01-02,TRUE
Dick Clark,Iowa,Democratic,Iowa,93,1973-01-03,1975-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,117,2021-01-03,NA,TRUE
Dick Durbin,Illinois,Democratic,Illinois,116,2019-01-03,2021-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,115,2017-01-03,2019-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,114,2015-01-03,2017-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,113,2013-01-03,2015-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,112,2011-01-03,2013-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,111,2009-01-03,2011-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,110,2007-01-03,2009-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,109,2005-01-03,2007-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,108,2003-01-03,2005-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,107,2001-01-03,2003-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,106,1999-01-03,2001-01-02,TRUE
Dick Durbin,Illinois,Democratic,Illinois,105,1997-01-03,1999-01-02,TRUE
Dirk Kempthorne,Idaho,Republican,California,105,1997-01-03,1999-01-02,FALSE
Dirk Kempthorne,Idaho,Republican,California,104,1995-01-03,1997-01-02,FALSE
Dirk Kempthorne,Idaho,Republican,California,103,1993-01-03,1995-01-02,FALSE
Don Nickles,Oklahoma,Republican,Oklahoma,108,2003-01-03,2005-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,107,2001-01-03,2003-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,106,1999-01-03,2001-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,105,1997-01-03,1999-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,104,1995-01-03,1997-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,103,1993-01-03,1995-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,102,1991-01-03,1993-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,101,1989-01-03,1991-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,100,1987-01-03,1989-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,99,1985-01-03,1987-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,98,1983-01-03,1985-01-02,TRUE
Don Nickles,Oklahoma,Republican,Oklahoma,97,1981-01-03,1983-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,103,1993-01-03,1995-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,102,1991-01-03,1993-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,101,1989-01-03,1991-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,100,1987-01-03,1989-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,99,1985-01-03,1987-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,98,1983-01-03,1985-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,97,1981-01-03,1983-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,96,1979-01-03,1981-01-02,TRUE
Donald Riegle,Michigan,Democratic,Michigan,95,1977-01-03,1979-01-02,TRUE
Donald Stewart,Alabama,Democratic,Alabama,96,1979-01-03,1981-01-02,TRUE
Doug Jones,Alabama,Democratic,Alabama,116,2019-01-03,2021-01-02,TRUE
Ed Markey,Massachusetts,Democratic,Massachusetts,117,2021-01-03,NA,TRUE
Ed Markey,Massachusetts,Democratic,Massachusetts,116,2019-01-03,2021-01-02,TRUE
Ed Markey,Massachusetts,Democratic,Massachusetts,115,2017-01-03,2019-01-02,TRUE
Ed Markey,Massachusetts,Democratic,Massachusetts,114,2015-01-03,2017-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,96,1979-01-03,1981-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,95,1977-01-03,1979-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,94,1975-01-03,1977-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,93,1973-01-03,1975-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,92,1971-01-03,1973-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,91,1969-01-03,1971-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,90,1967-01-03,1969-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,89,1965-01-03,1967-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,88,1963-01-03,1965-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,87,1961-01-03,1963-01-02,TRUE
Edmund Muskie,Maine,Democratic,Maine,86,1959-01-03,1961-01-02,TRUE
Edward Brooke,Massachusetts,Republican,D.C.,95,1977-01-03,1979-01-02,FALSE
Edward Brooke,Massachusetts,Republican,D.C.,94,1975-01-03,1977-01-02,FALSE
Edward Brooke,Massachusetts,Republican,D.C.,93,1973-01-03,1975-01-02,FALSE
Edward Brooke,Massachusetts,Republican,D.C.,92,1971-01-03,1973-01-02,FALSE
Edward Brooke,Massachusetts,Republican,D.C.,91,1969-01-03,1971-01-02,FALSE
Edward Brooke,Massachusetts,Republican,D.C.,90,1967-01-03,1969-01-02,FALSE
Edward Gurney,Florida,Republican,Maine,93,1973-01-03,1975-01-02,FALSE
Edward Gurney,Florida,Republican,Maine,92,1971-01-03,1973-01-02,FALSE
Edward Gurney,Florida,Republican,Maine,91,1969-01-03,1971-01-02,FALSE
Edward V. Long,Missouri,Democratic,Missouri,90,1967-01-03,1969-01-02,TRUE
Edward V. Long,Missouri,Democratic,Missouri,89,1965-01-03,1967-01-02,TRUE
Edward V. Long,Missouri,Democratic,Missouri,88,1963-01-03,1965-01-02,TRUE
Edward V. Long,Missouri,Democratic,Missouri,87,1961-01-03,1963-01-02,TRUE
Edward Zorinsky,Nebraska,Republican,Nebraska,100,1987-01-03,1989-01-02,TRUE
Edward Zorinsky,Nebraska,Republican,Nebraska,99,1985-01-03,1987-01-02,TRUE
Edward Zorinsky,Nebraska,Republican,Nebraska,98,1983-01-03,1985-01-02,TRUE
Edward Zorinsky,Nebraska,Republican,Nebraska,97,1981-01-03,1983-01-02,TRUE
Edward Zorinsky,Nebraska,Republican,Nebraska,96,1979-01-03,1981-01-02,TRUE
Edward Zorinsky,Nebraska,Republican,Nebraska,95,1977-01-03,1979-01-02,TRUE
Edwin Mechem,New Mexico,Republican,New Mexico,88,1963-01-03,1965-01-02,TRUE
Elizabeth Warren,Massachusetts,Democratic,Oklahoma,117,2021-01-03,NA,FALSE
Elizabeth Warren,Massachusetts,Democratic,Oklahoma,116,2019-01-03,2021-01-02,FALSE
Elizabeth Warren,Massachusetts,Democratic,Oklahoma,115,2017-01-03,2019-01-02,FALSE
Elizabeth Warren,Massachusetts,Democratic,Oklahoma,114,2015-01-03,2017-01-02,FALSE
Elizabeth Warren,Massachusetts,Democratic,Oklahoma,113,2013-01-03,2015-01-02,FALSE
Ernest Gruening,Alaska,Democratic,New York,90,1967-01-03,1969-01-02,FALSE
Ernest Gruening,Alaska,Democratic,New York,89,1965-01-03,1967-01-02,FALSE
Ernest Gruening,Alaska,Democratic,New York,88,1963-01-03,1965-01-02,FALSE
Ernest Gruening,Alaska,Democratic,New York,87,1961-01-03,1963-01-02,FALSE
Ernest Gruening,Alaska,Democratic,New York,86,1959-01-03,1961-01-02,FALSE
Estes Kefauver,Tennessee,Democratic,Tennessee,88,1963-01-03,1965-01-02,TRUE
Estes Kefauver,Tennessee,Democratic,Tennessee,87,1961-01-03,1963-01-02,TRUE
Estes Kefauver,Tennessee,Democratic,Tennessee,86,1959-01-03,1961-01-02,TRUE
Eugene McCarthy,Minnesota,Democratic,Minnesota,91,1969-01-03,1971-01-02,TRUE
Eugene McCarthy,Minnesota,Democratic,Minnesota,90,1967-01-03,1969-01-02,TRUE
Eugene McCarthy,Minnesota,Democratic,Minnesota,89,1965-01-03,1967-01-02,TRUE
Eugene McCarthy,Minnesota,Democratic,Minnesota,88,1963-01-03,1965-01-02,TRUE
Eugene McCarthy,Minnesota,Democratic,Minnesota,87,1961-01-03,1963-01-02,TRUE
Eugene McCarthy,Minnesota,Democratic,Minnesota,86,1959-01-03,1961-01-02,TRUE
Evan Bayh,Indiana,Democratic,Indiana,111,2009-01-03,2011-01-02,TRUE
Evan Bayh,Indiana,Democratic,Indiana,110,2007-01-03,2009-01-02,TRUE
Evan Bayh,Indiana,Democratic,Indiana,109,2005-01-03,2007-01-02,TRUE
Evan Bayh,Indiana,Democratic,Indiana,108,2003-01-03,2005-01-02,TRUE
Evan Bayh,Indiana,Democratic,Indiana,107,2001-01-03,2003-01-02,TRUE
Evan Bayh,Indiana,Democratic,Indiana,106,1999-01-03,2001-01-02,TRUE
Everett Dirksen,Illinois,Republican,Illinois,91,1969-01-03,1971-01-02,TRUE
Everett Dirksen,Illinois,Republican,Illinois,90,1967-01-03,1969-01-02,TRUE
Everett Dirksen,Illinois,Republican,Illinois,89,1965-01-03,1967-01-02,TRUE
Everett Dirksen,Illinois,Republican,Illinois,88,1963-01-03,1965-01-02,TRUE
Everett Dirksen,Illinois,Republican,Illinois,87,1961-01-03,1963-01-02,TRUE
Everett Dirksen,Illinois,Republican,Illinois,86,1959-01-03,1961-01-02,TRUE
Floyd Haskell,Colorado,Republican,New Jersey,95,1977-01-03,1979-01-02,FALSE
Floyd Haskell,Colorado,Republican,New Jersey,94,1975-01-03,1977-01-02,FALSE
Floyd Haskell,Colorado,Republican,New Jersey,93,1973-01-03,1975-01-02,FALSE
Francis H. Case,South Dakota,Republican,Iowa,87,1961-01-03,1963-01-02,FALSE
Francis H. Case,South Dakota,Republican,Iowa,86,1959-01-03,1961-01-02,FALSE
Frank Carlson,Kansas,Republican,Kansas,90,1967-01-03,1969-01-02,TRUE
Frank Carlson,Kansas,Republican,Kansas,89,1965-01-03,1967-01-02,TRUE
Frank Carlson,Kansas,Republican,Kansas,88,1963-01-03,1965-01-02,TRUE
Frank Carlson,Kansas,Republican,Kansas,87,1961-01-03,1963-01-02,TRUE
Frank Carlson,Kansas,Republican,Kansas,86,1959-01-03,1961-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,96,1979-01-03,1981-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,95,1977-01-03,1979-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,94,1975-01-03,1977-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,93,1973-01-03,1975-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,92,1971-01-03,1973-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,91,1969-01-03,1971-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,90,1967-01-03,1969-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,89,1965-01-03,1967-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,88,1963-01-03,1965-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,87,1961-01-03,1963-01-02,TRUE
Frank Church,Idaho,Democratic,Idaho,86,1959-01-03,1961-01-02,TRUE
Frank Lausche,Ohio,Democratic,Ohio,90,1967-01-03,1969-01-02,TRUE
Frank Lausche,Ohio,Democratic,Ohio,89,1965-01-03,1967-01-02,TRUE
Frank Lausche,Ohio,Democratic,Ohio,88,1963-01-03,1965-01-02,TRUE
Frank Lausche,Ohio,Democratic,Ohio,87,1961-01-03,1963-01-02,TRUE
Frank Lausche,Ohio,Democratic,Ohio,86,1959-01-03,1961-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,113,2013-01-03,2015-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,112,2011-01-03,2013-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,111,2009-01-03,2011-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,110,2007-01-03,2009-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,109,2005-01-03,2007-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,108,2003-01-03,2005-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,106,1999-01-03,2001-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,105,1997-01-03,1999-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,104,1995-01-03,1997-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,103,1993-01-03,1995-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,102,1991-01-03,1993-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,101,1989-01-03,1991-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,100,1987-01-03,1989-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,99,1985-01-03,1987-01-02,TRUE
Frank Lautenberg,New Jersey,Democratic,New Jersey,98,1983-01-03,1985-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,94,1975-01-03,1977-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,93,1973-01-03,1975-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,92,1971-01-03,1973-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,91,1969-01-03,1971-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,90,1967-01-03,1969-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,89,1965-01-03,1967-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,88,1963-01-03,1965-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,87,1961-01-03,1963-01-02,TRUE
Frank Moss,Utah,Democratic,Utah,86,1959-01-03,1961-01-02,TRUE
Frank Murkowski,Alaska,Republican,Washington,107,2001-01-03,2003-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,106,1999-01-03,2001-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,105,1997-01-03,1999-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,104,1995-01-03,1997-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,103,1993-01-03,1995-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,102,1991-01-03,1993-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,101,1989-01-03,1991-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,100,1987-01-03,1989-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,99,1985-01-03,1987-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,98,1983-01-03,1985-01-02,FALSE
Frank Murkowski,Alaska,Republican,Washington,97,1981-01-03,1983-01-02,FALSE
Fred Harris,Oklahoma,Democratic,Oklahoma,92,1971-01-03,1973-01-02,TRUE
Fred Harris,Oklahoma,Democratic,Oklahoma,91,1969-01-03,1971-01-02,TRUE
Fred Harris,Oklahoma,Democratic,Oklahoma,90,1967-01-03,1969-01-02,TRUE
Fred Harris,Oklahoma,Democratic,Oklahoma,89,1965-01-03,1967-01-02,TRUE
Fred Thompson,Tennessee,Republican,Alabama,107,2001-01-03,2003-01-02,FALSE
Fred Thompson,Tennessee,Republican,Alabama,106,1999-01-03,2001-01-02,FALSE
Fred Thompson,Tennessee,Republican,Alabama,105,1997-01-03,1999-01-02,FALSE
Fred Thompson,Tennessee,Republican,Alabama,104,1995-01-03,1997-01-02,FALSE
Fritz Hollings,South Carolina,Democratic,South Carolina,108,2003-01-03,2005-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,107,2001-01-03,2003-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,106,1999-01-03,2001-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,105,1997-01-03,1999-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,104,1995-01-03,1997-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,103,1993-01-03,1995-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,102,1991-01-03,1993-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,101,1989-01-03,1991-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,100,1987-01-03,1989-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,99,1985-01-03,1987-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,98,1983-01-03,1985-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,97,1981-01-03,1983-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,96,1979-01-03,1981-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,95,1977-01-03,1979-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,94,1975-01-03,1977-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,93,1973-01-03,1975-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,92,1971-01-03,1973-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,91,1969-01-03,1971-01-02,TRUE
Fritz Hollings,South Carolina,Democratic,South Carolina,90,1967-01-03,1969-01-02,TRUE
Gale W. McGee,Wyoming,Democratic,Nebraska,94,1975-01-03,1977-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,93,1973-01-03,1975-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,92,1971-01-03,1973-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,91,1969-01-03,1971-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,90,1967-01-03,1969-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,89,1965-01-03,1967-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,88,1963-01-03,1965-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,87,1961-01-03,1963-01-02,FALSE
Gale W. McGee,Wyoming,Democratic,Nebraska,86,1959-01-03,1961-01-02,FALSE
Gary Hart,Colorado,Democratic,Kansas,99,1985-01-03,1987-01-02,FALSE
Gary Hart,Colorado,Democratic,Kansas,98,1983-01-03,1985-01-02,FALSE
Gary Hart,Colorado,Democratic,Kansas,97,1981-01-03,1983-01-02,FALSE
Gary Hart,Colorado,Democratic,Kansas,96,1979-01-03,1981-01-02,FALSE
Gary Hart,Colorado,Democratic,Kansas,95,1977-01-03,1979-01-02,FALSE
Gary Hart,Colorado,Democratic,Kansas,94,1975-01-03,1977-01-02,FALSE
Gary Peters,Michigan,Democratic,Michigan,117,2021-01-03,NA,TRUE
Gary Peters,Michigan,Democratic,Michigan,116,2019-01-03,2021-01-02,TRUE
Gary Peters,Michigan,Democratic,Michigan,115,2017-01-03,2019-01-02,TRUE
Gary Peters,Michigan,Democratic,Michigan,114,2015-01-03,2017-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,96,1979-01-03,1981-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,95,1977-01-03,1979-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,94,1975-01-03,1977-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,93,1973-01-03,1975-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,92,1971-01-03,1973-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,91,1969-01-03,1971-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,90,1967-01-03,1969-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,89,1965-01-03,1967-01-02,TRUE
Gaylord Nelson,Wisconsin,Democratic,Wisconsin,88,1963-01-03,1965-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,93,1973-01-03,1975-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,92,1971-01-03,1973-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,91,1969-01-03,1971-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,90,1967-01-03,1969-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,89,1965-01-03,1967-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,88,1963-01-03,1965-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,87,1961-01-03,1963-01-02,TRUE
George Aiken,Vermont,Republican,Vermont,86,1959-01-03,1961-01-02,TRUE
George Allen,Virginia,Republican,California,109,2005-01-03,2007-01-02,FALSE
George Allen,Virginia,Republican,California,108,2003-01-03,2005-01-02,FALSE
George Allen,Virginia,Republican,California,107,2001-01-03,2003-01-02,FALSE
George McGovern,South Dakota,Democratic,South Dakota,96,1979-01-03,1981-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,95,1977-01-03,1979-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,94,1975-01-03,1977-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,93,1973-01-03,1975-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,92,1971-01-03,1973-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,91,1969-01-03,1971-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,90,1967-01-03,1969-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,89,1965-01-03,1967-01-02,TRUE
George McGovern,South Dakota,Democratic,South Dakota,88,1963-01-03,1965-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,103,1993-01-03,1995-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,102,1991-01-03,1993-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,101,1989-01-03,1991-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,100,1987-01-03,1989-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,99,1985-01-03,1987-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,98,1983-01-03,1985-01-02,TRUE
George Mitchell,Maine,Democratic,Maine,97,1981-01-03,1983-01-02,TRUE
George Murphy,California,Republican,Connecticut,91,1969-01-03,1971-01-02,FALSE
George Murphy,California,Republican,Connecticut,90,1967-01-03,1969-01-02,FALSE
George Murphy,California,Republican,Connecticut,89,1965-01-03,1967-01-02,FALSE
George Voinovich,Ohio,Republican,Ohio,111,2009-01-03,2011-01-02,TRUE
George Voinovich,Ohio,Republican,Ohio,110,2007-01-03,2009-01-02,TRUE
George Voinovich,Ohio,Republican,Ohio,109,2005-01-03,2007-01-02,TRUE
George Voinovich,Ohio,Republican,Ohio,108,2003-01-03,2005-01-02,TRUE
George Voinovich,Ohio,Republican,Ohio,107,2001-01-03,2003-01-02,TRUE
George Voinovich,Ohio,Republican,Ohio,106,1999-01-03,2001-01-02,TRUE
