name,state,party,birthplace,congress,start_date,end_date,born_in_state
Abraham Ribicoff,Connecticut,Democratic,Connecticut,96,1979-01-03,1981-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,95,1977-01-03,1979-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,94,1975-01-03,1977-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,93,1973-01-03,1975-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,92,1971-01-03,1973-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,91,1969-01-03,1971-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,90,1967-01-03,1969-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,89,1965-01-03,1967-01-02,TRUE
Abraham Ribicoff,Connecticut,Democratic,Connecticut,88,1963-01-03,1965-01-02,TRUE
Absalom Willis Robertson,Virginia,Democratic,West Virginia,89,1965-01-03,1967-01-02,FALSE
Absalom Willis Robertson,Virginia,Democratic,West Virginia,88,1963-01-03,1965-01-02,FALSE
Absalom Willis Robertson,Virginia,Democratic,West Virginia,87,1961-01-03,1963-01-02,FALSE
Absalom Willis Robertson,Virginia,Democratic,West Virginia,86,1959-01-03,1961-01-02,FALSE
Adlai Stevenson III,Illinois,Democratic,Illinois,96,1979-01-03,1981-01-02,TRUE
Adlai Stevenson III,Illinois,Democratic,Illinois,95,1977-01-03,1979-01-02,TRUE
Adlai Stevenson III,Illinois,Democratic,Illinois,94,1975-01-03,1977-01-02,TRUE
Adlai Stevenson III,Illinois,Democratic,Illinois,93,1973-01-03,1975-01-02,TRUE
Adlai Stevenson III,Illinois,Democratic,Illinois,92,1971-01-03,1973-01-02,TRUE
Al D'Amato,New York,Republican,New York,105,1997-01-03,1999-01-02,TRUE
Al D'Amato,New York,Republican,New York,104,1995-01-03,1997-01-02,TRUE
Al D'Amato,New York,Republican,New York,103,1993-01-03,1995-01-02,TRUE
Al D'Amato,New York,Republican,New York,102,1991-01-03,1993-01-02,TRUE
Al D'Amato,New York,Republican,New York,101,1989-01-03,1991-01-02,TRUE
Al D'Amato,New York,Republican,New York,100,1987-01-03,1989-01-02,TRUE
Al D'Amato,New York,Republican,New York,99,1985-01-03,1987-01-02,TRUE
Al D'Amato,New York,Republican,New York,98,1983-01-03,1985-01-02,TRUE
Al D'Amato,New York,Republican,New York,97,1981-01-03,1983-01-02,TRUE
Al Franken,Minnesota,Democratic,New York,115,2017-01-03,2019-01-02,FALSE
Al Franken,Minnesota,Democratic,New York,114,2015-01-03,2017-01-02,FALSE
Al Franken,Minnesota,Democratic,New York,113,2013-01-03,2015-01-02,FALSE
Al Franken,Minnesota,Democratic,New York,112,2011-01-03,2013-01-02,FALSE
Al Franken,Minnesota,Democratic,New York,111,2009-01-03,2011-01-02,FALSE
Al Gore,Tennessee,Democratic,D.C.,102,1991-01-03,1993-01-02,FALSE
Al Gore,Tennessee,Democratic,D.C.,101,1989-01-03,1991-01-02,FALSE
Al Gore,Tennessee,Democratic,D.C.,100,1987-01-03,1989-01-02,FALSE
Al Gore,Tennessee,Democratic,D.C.,99,1985-01-03,1987-01-02,FALSE
Alan Bible,Nevada,Democratic,Nevada,93,1973-01-03,1975-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,92,1971-01-03,1973-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,91,1969-01-03,1971-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,90,1967-01-03,1969-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,89,1965-01-03,1967-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,88,1963-01-03,1965-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,87,1961-01-03,1963-01-02,TRUE
Alan Bible,Nevada,Democratic,Nevada,86,1959-01-03,1961-01-02,TRUE
Alan Cranston,California,Democratic,California,102,1991-01-03,1993-01-02,TRUE
Alan Cranston,California,Democratic,California,101,1989-01-03,1991-01-02,TRUE
Alan Cranston,California,Democratic,California,100,1987-01-03,1989-01-02,TRUE
Alan Cranston,California,Democratic,California,99,1985-01-03,1987-01-02,TRUE
Alan Cranston,California,Democratic,California,98,1983-01-03,1985-01-02,TRUE
Alan Cranston,California,Democratic,California,97,1981-01-03,1983-01-02,TRUE
Alan Cranston,California,Democratic,California,96,1979-01-03,1981-01-02,TRUE
Alan Cranston,California,Democratic,California,95,1977-01-03,1979-01-02,TRUE
Alan Cranston,California,Democratic,California,94,1975-01-03,1977-01-02,TRUE
Alan Cranston,California,Democratic,California,93,1973-01-03,1975-01-02,TRUE
Alan Cranston,California,Democratic,California,92,1971-01-03,1973-01-02,TRUE
Alan Cranston,California,Democratic,California,91,1969-01-03,1971-01-02,TRUE
Alan J. Dixon,Illinois,Democratic,Illinois,102,1991-01-03,1993-01-02,TRUE
Alan J. Dixon,Illinois,Democratic,Illinois,101,1989-01-03,1991-01-02,TRUE
Alan J. Dixon,Illinois,Democratic,Illinois,100,1987-01-03,1989-01-02,TRUE
Alan J. Dixon,Illinois,Democratic,Illinois,99,1985-01-03,1987-01-02,TRUE
Alan J. Dixon,Illinois,Democratic,Illinois,98,1983-01-03,1985-01-02,TRUE
Alan J. Dixon,Illinois,Democratic,Illinois,97,1981-01-03,1983-01-02,TRUE
Alan Simpson,Wyoming,Republican,Colorado,104,1995-01-03,1997-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,103,1993-01-03,1995-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,102,1991-01-03,1993-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,101,1989-01-03,1991-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,100,1987-01-03,1989-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,99,1985-01-03,1987-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,98,1983-01-03,1985-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,97,1981-01-03,1983-01-02,FALSE
Alan Simpson,Wyoming,Republican,Colorado,96,1979-01-03,1981-01-02,FALSE
"Albert Gore, Sr.",Tennessee,Democratic,Tennessee,91,1969-01-03,1971-01-02,TRUE
"Albert Gore, Sr.",Tennessee,Democratic,Tennessee,90,1967-01-03,1969-01-02,TRUE
"Albert Gore, Sr.",Tennessee,Democratic,Tennessee,89,1965-01-03,1967-01-02,TRUE
"Albert Gore, Sr.",Tennessee,Democratic,Tennessee,88,1963-01-03,1965-01-02,TRUE
"Albert Gore, Sr.",Tennessee,Democratic,Tennessee,87,1961-01-03,1963-01-02,TRUE
"Albert Gore, Sr.",Tennessee,Democratic,Tennessee,86,1959-01-03,1961-01-02,TRUE
Alexander Wiley,Wisconsin,Republican,Wisconsin,87,1961-01-03,1963-01-02,TRUE
Alexander Wiley,Wisconsin,Republican,Wisconsin,86,1959-01-03,1961-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,92,1971-01-03,1973-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,91,1969-01-03,1971-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,90,1967-01-03,1969-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,89,1965-01-03,1967-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,88,1963-01-03,1965-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,87,1961-01-03,1963-01-02,TRUE
Allen J. Ellender,Louisiana,Democratic,Louisiana,86,1959-01-03,1961-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,117,2021-01-03,NA,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,116,2019-01-03,2021-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,115,2017-01-03,2019-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,114,2015-01-03,2017-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,113,2013-01-03,2015-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,112,2011-01-03,2013-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,111,2009-01-03,2011-01-02,TRUE
Amy Klobuchar,Minnesota,Democratic,Minnesota,110,2007-01-03,2009-01-02,TRUE
Andrew Schoeppel,Kansas,Republican,Kansas,87,1961-01-03,1963-01-02,TRUE
Andrew Schoeppel,Kansas,Republican,Kansas,86,1959-01-03,1961-01-02,TRUE
Angus King,Maine,Democratic,Virginia,117,2021-01-03,NA,FALSE
Angus King,Maine,Democratic,Virginia,116,2019-01-03,2021-01-02,FALSE
Angus King,Maine,Democratic,Virginia,115,2017-01-03,2019-01-02,FALSE
Angus King,Maine,Democratic,Virginia,114,2015-01-03,2017-01-02,FALSE
Angus King,Maine,Democratic,Virginia,113,2013-01-03,2015-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,111,2009-01-03,2011-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,110,2007-01-03,2009-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,109,2005-01-03,2007-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,108,2003-01-03,2005-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,107,2001-01-03,2003-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,106,1999-01-03,2001-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,105,1997-01-03,1999-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,104,1995-01-03,1997-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,103,1993-01-03,1995-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,102,1991-01-03,1993-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,101,1989-01-03,1991-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,100,1987-01-03,1989-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,99,1985-01-03,1987-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,98,1983-01-03,1985-01-02,FALSE
Arlen Specter,Pennsylvania,Democratic,Kansas,97,1981-01-03,1983-01-02,FALSE
B. Everett Jordan,North Carolina,Democratic,North Carolina,92,1971-01-03,1973-01-02,TRUE
B. Everett Jordan,North Carolina,Democratic,North Carolina,91,1969-01-03,1971-01-02,TRUE
B. Everett Jordan,North Carolina,Democratic,North Carolina,90,1967-01-03,1969-01-02,TRUE
B. Everett Jordan,North Carolina,Democratic,North Carolina,89,1965-01-03,1967-01-02,TRUE
B. Everett Jordan,North Carolina,Democratic,North Carolina,88,1963-01-03,1965-01-02,TRUE
B. Everett Jordan,North Carolina,Democratic,North Carolina,87,1961-01-03,1963-01-02,TRUE
B. Everett Jordan,North Carolina,Democratic,North Carolina,86,1959-01-03,1961-01-02,TRUE
Barack Obama,Illinois,Democratic,Hawaii,110,2007-01-03,2009-01-02,FALSE
Barack Obama,Illinois,Democratic,Hawaii,109,2005-01-03,2007-01-02,FALSE
Barbara Boxer,California,Democratic,New York,114,2015-01-03,2017-01-02,FALSE
Barbara Boxer,California,Democratic,New York,113,2013-01-03,2015-01-02,FALSE
Barbara Boxer,California,Democratic,New York,112,2011-01-03,2013-01-02,FALSE
Barbara Boxer,California,Democratic,New York,111,2009-01-03,2011-01-02,FALSE
Barbara Boxer,California,Democratic,New York,110,2007-01-03,2009-01-02,FALSE
Barbara Boxer,California,Democratic,New York,109,2005-01-03,2007-01-02,FALSE
Barbara Boxer,California,Democratic,New York,108,2003-01-03,2005-01-02,FALSE
Barbara Boxer,California,Democratic,New York,107,2001-01-03,2003-01-02,FALSE
Barbara Boxer,California,Democratic,New York,106,1999-01-03,2001-01-02,FALSE
Barbara Boxer,California,Democratic,New York,105,1997-01-03,1999-01-02,FALSE
Barbara Boxer,California,Democratic,New York,104,1995-01-03,1997-01-02,FALSE
Barbara Boxer,California,Democratic,New York,103,1993-01-03,1995-01-02,FALSE
Barbara Mikulski,Maryland,Democratic,Maryland,114,2015-01-03,2017-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,113,2013-01-03,2015-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,112,2011-01-03,2013-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,111,2009-01-03,2011-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,110,2007-01-03,2009-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,109,2005-01-03,2007-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,108,2003-01-03,2005-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,107,2001-01-03,2003-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,106,1999-01-03,2001-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,105,1997-01-03,1999-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,104,1995-01-03,1997-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,103,1993-01-03,1995-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,102,1991-01-03,1993-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,101,1989-01-03,1991-01-02,TRUE
Barbara Mikulski,Maryland,Democratic,Maryland,100,1987-01-03,1989-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,99,1985-01-03,1987-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,98,1983-01-03,1985-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,97,1981-01-03,1983-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,96,1979-01-03,1981-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,95,1977-01-03,1979-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,94,1975-01-03,1977-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,93,1973-01-03,1975-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,92,1971-01-03,1973-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,91,1969-01-03,1971-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,88,1963-01-03,1965-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,87,1961-01-03,1963-01-02,TRUE
Barry Goldwater,Arizona,Republican,Arizona,86,1959-01-03,1961-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,117,2021-01-03,NA,TRUE
Ben Cardin,Maryland,Democratic,Maryland,116,2019-01-03,2021-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,115,2017-01-03,2019-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,114,2015-01-03,2017-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,113,2013-01-03,2015-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,112,2011-01-03,2013-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,111,2009-01-03,2011-01-02,TRUE
Ben Cardin,Maryland,Democratic,Maryland,110,2007-01-03,2009-01-02,TRUE
Ben Nelson,Nebraska,Democratic,Nebraska,112,2011-01-03,2013-01-02,TRUE
Ben Nelson,Nebraska,Democratic,Nebraska,111,2009-01-03,2011-01-02,TRUE
Ben Nelson,Nebraska,Democratic,Nebraska,110,2007-01-03,2009-01-02,TRUE
Ben Nelson,Nebraska,Democratic,Nebraska,109,2005-01-03,2007-01-02,TRUE
Ben Nelson,Nebraska,Democratic,Nebraska,108,2003-01-03,2005-01-02,TRUE
Ben Nelson,Nebraska,Democratic,Nebraska,107,2001-01-03,2003-01-02,TRUE
Ben Nighthorse Campbell,Colorado,Democratic,California,108,2003-01-03,2005-01-02,FALSE
Ben Nighthorse Campbell,Colorado,Democratic,California,107,2001-01-03,2003-01-02,FALSE
Ben Nighthorse Campbell,Colorado,Democratic,California,106,1999-01-03,2001-01-02,FALSE
Ben Nighthorse Campbell,Colorado,Democratic,California,105,1997-01-03,1999-01-02,FALSE
Ben Nighthorse Campbell,Colorado,Democratic,California,104,1995-01-03,1997-01-02,FALSE
Ben Nighthorse Campbell,Colorado,Democratic,California,103,1993-01-03,1995-01-02,FALSE
Ben Ray Lujan,New Mexico,Democratic,New Mexico,117,2021-01-03,NA,TRUE
Ben Sasse,Nebraska,Republican,Nebraska,117,2021-01-03,NA,TRUE
Ben Sasse,Nebraska,Republican,Nebraska,116,2019-01-03,2021-01-02,TRUE
Ben Sasse,Nebraska,Republican,Nebraska,115,2017-01-03,2019-01-02,TRUE
Ben Sasse,Nebraska,Republican,Nebraska,114,2015-01-03,2017-01-02,TRUE
Benjamin A. Smith II,Massachusetts,Democratic,Massachusetts,87,1961-01-03,1963-01-02,TRUE
Bill Bradley,New Jersey,Democratic,Missouri,104,1995-01-03,1997-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,103,1993-01-03,1995-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,102,1991-01-03,1993-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,101,1989-01-03,1991-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,100,1987-01-03,1989-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,99,1985-01-03,1987-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,98,1983-01-03,1985-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,97,1981-01-03,1983-01-02,FALSE
Bill Bradley,New Jersey,Democratic,Missouri,96,1979-01-03,1981-01-02,FALSE
Bill Cassidy,Louisiana,Republican,Illinois,117,2021-01-03,NA,FALSE
Bill Cassidy,Louisiana,Republican,Illinois,116,2019-01-03,2021-01-02,FALSE
Bill Cassidy,Louisiana,Republican,Illinois,115,2017-01-03,2019-01-02,FALSE
Bill Cassidy,Louisiana,Republican,Illinois,114,2015-01-03,2017-01-02,FALSE
Bill Frist,Tennessee,Republican,Tennessee,109,2005-01-03,2007-01-02,TRUE
Bill Frist,Tennessee,Republican,Tennessee,108,2003-01-03,2005-01-02,TRUE
Bill Frist,Tennessee,Republican,Tennessee,107,2001-01-03,2003-01-02,TRUE
Bill Frist,Tennessee,Republican,Tennessee,106,1999-01-03,2001-01-02,TRUE
Bill Frist,Tennessee,Republican,Tennessee,105,1997-01-03,1999-01-02,TRUE
Bill Frist,Tennessee,Republican,Tennessee,104,1995-01-03,1997-01-02,TRUE
Bill Hagerty,Tennessee,Republican,Tennessee,117,2021-01-03,NA,TRUE
Bill Nelson,Florida,Democratic,Florida,115,2017-01-03,2019-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,114,2015-01-03,2017-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,113,2013-01-03,2015-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,112,2011-01-03,2013-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,111,2009-01-03,2011-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,110,2007-01-03,2009-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,109,2005-01-03,2007-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,108,2003-01-03,2005-01-02,TRUE
Bill Nelson,Florida,Democratic,Florida,107,2001-01-03,2003-01-02,TRUE
Bill Proxmire,Wisconsin,Democratic,Illinois,100,1987-01-03,1989-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,99,1985-01-03,1987-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,98,1983-01-03,1985-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,97,1981-01-03,1983-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,96,1979-01-03,1981-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,95,1977-01-03,1979-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,94,1975-01-03,1977-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,93,1973-01-03,1975-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,92,1971-01-03,1973-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,91,1969-01-03,1971-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,90,1967-01-03,1969-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,89,1965-01-03,1967-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,88,1963-01-03,1965-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,87,1961-01-03,1963-01-02,FALSE
Bill Proxmire,Wisconsin,Democratic,Illinois,86,1959-01-03,1961-01-02,FALSE
Birch Bayh,Indiana,Democratic,Indiana,96,1979-01-03,1981-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,95,1977-01-03,1979-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,94,1975-01-03,1977-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,93,1973-01-03,1975-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,92,1971-01-03,1973-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,91,1969-01-03,1971-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,90,1967-01-03,1969-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,89,1965-01-03,1967-01-02,TRUE
Birch Bayh,Indiana,Democratic,Indiana,88,1963-01-03,1965-01-02,TRUE
Blanche Lincoln,Arkansas,Democratic,Arkansas,111,2009-01-03,2011-01-02,TRUE
Blanche Lincoln,Arkansas,Democratic,Arkansas,110,2007-01-03,2009-01-02,TRUE
Blanche Lincoln,Arkansas,Democratic,Arkansas,109,2005-01-03,2007-01-02,TRUE
Blanche Lincoln,Arkansas,Democratic,Arkansas,108,2003-01-03,2005-01-02,TRUE
Blanche Lincoln,Arkansas,Democratic,Arkansas,107,2001-01-03,2003-01-02,TRUE
Blanche Lincoln,Arkansas,Democratic,Arkansas,106,1999-01-03,2001-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,111,2009-01-03,2011-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,110,2007-01-03,2009-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,109,2005-01-03,2007-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,108,2003-01-03,2005-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,107,2001-01-03,2003-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,106,1999-01-03,2001-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,105,1997-01-03,1999-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,104,1995-01-03,1997-01-02,TRUE
Bob Bennett,Utah,Republican,Utah,103,1993-01-03,1995-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,117,2021-01-03,NA,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,116,2019-01-03,2021-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,115,2017-01-03,2019-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,114,2015-01-03,2017-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,113,2013-01-03,2015-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,112,2011-01-03,2013-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,111,2009-01-03,2011-01-02,TRUE
Bob Casey Jr.,Pennsylvania,Democratic,Pennsylvania,110,2007-01-03,2009-01-02,TRUE
Bob Corker,Tennessee,Republican,South Carolina,115,2017-01-03,2019-01-02,FALSE
Bob Corker,Tennessee,Republican,South Carolina,114,2015-01-03,2017-01-02,FALSE
Bob Corker,Tennessee,Republican,South Carolina,113,2013-01-03,2015-01-02,FALSE
Bob Corker,Tennessee,Republican,South Carolina,112,2011-01-03,2013-01-02,FALSE
Bob Corker,Tennessee,Republican,South Carolina,111,2009-01-03,2011-01-02,FALSE
Bob Corker,Tennessee,Republican,South Carolina,110,2007-01-03,2009-01-02,FALSE
Bob Dole,Kansas,Republican,Kansas,104,1995-01-03,1997-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,103,1993-01-03,1995-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,102,1991-01-03,1993-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,101,1989-01-03,1991-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,100,1987-01-03,1989-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,99,1985-01-03,1987-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,98,1983-01-03,1985-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,97,1981-01-03,1983-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,96,1979-01-03,1981-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,95,1977-01-03,1979-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,94,1975-01-03,1977-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,93,1973-01-03,1975-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,92,1971-01-03,1973-01-02,TRUE
Bob Dole,Kansas,Republican,Kansas,91,1969-01-03,1971-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,108,2003-01-03,2005-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,107,2001-01-03,2003-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,106,1999-01-03,2001-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,105,1997-01-03,1999-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,104,1995-01-03,1997-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,103,1993-01-03,1995-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,102,1991-01-03,1993-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,101,1989-01-03,1991-01-02,TRUE
Bob Graham,Florida,Democratic,Florida,100,1987-01-03,1989-01-02,TRUE
Bob Kasten,Wisconsin,Republican,Wisconsin,102,1991-01-03,1993-01-02,TRUE
Bob Kasten,Wisconsin,Republican,Wisconsin,101,1989-01-03,1991-01-02,TRUE
Bob Kasten,Wisconsin,Republican,Wisconsin,100,1987-01-03,1989-01-02,TRUE
Bob Kasten,Wisconsin,Republican,Wisconsin,99,1985-01-03,1987-01-02,TRUE
Bob Kasten,Wisconsin,Republican,Wisconsin,98,1983-01-03,1985-01-02,TRUE
Bob Kasten,Wisconsin,Republican,Wisconsin,97,1981-01-03,1983-01-02,TRUE
Bob Kerrey,Nebraska,Democratic,Nebraska,106,1999-01-03,2001-01-02,TRUE
Bob Kerrey,Nebraska,Democratic,Nebraska,105,1997-01-03,1999-01-02,TRUE
Bob Kerrey,Nebraska,Democratic,Nebraska,104,1995-01-03,1997-01-02,TRUE
Bob Kerrey,Nebraska,Democratic,Nebraska,103,1993-01-03,1995-01-02,TRUE
Bob Kerrey,Nebraska,Democratic,Nebraska,102,1991-01-03,1993-01-02,TRUE
Bob Kerrey,Nebraska,Democratic,Nebraska,101,1989-01-03,1991-01-02,TRUE
Bob Menendez,New Jersey,Democratic,New York,117,2021-01-03,NA,FALSE
Bob Menendez,New Jersey,Democratic,New York,116,2019-01-03,2021-01-02,FALSE
Bob Menendez,New Jersey,Democratic,New York,115,2017-01-03,2019-01-02,FALSE
Bob Menendez,New Jersey,Democratic,New York,114,2015-01-03,2017-01-02,FALSE
Bob Menendez,New Jersey,Democratic,New York,113,2013-01-03,2015-01-02,FALSE
Bob Menendez,New Jersey,Democratic,New York,112,2011-01-03,2013-01-02,FALSE
